ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
ILMN_22858	6.68e-24	1.55e-24	166.76281	TOLLIP	toll interacting protein
ILMN_19728	6.76e-24	1.57e-24	166.67623	NFAM1	NFAT activating protein with ITAM motif 1
ILMN_6758	6.84e-24	1.59e-24	166.59309	RXRA	retinoid X receptor alpha
ILMN_22584	7.12e-24	1.65e-24	166.3197	HCAR3	hydroxycarboxylic acid receptor 3
ILMN_26102	7.14e-24	1.66e-24	166.29552	MKNK1	MAP kinase interacting serine/threonine kinase 1
ILMN_1608	7.24e-24	1.68e-24	166.19694	TUBG1	tubulin gamma 1
ILMN_19403	7.35e-24	1.71e-24	166.08583	VAMP3	vesicle associated membrane protein 3
ILMN_18899	7.39e-24	1.72e-24	166.04908	VMO1	vitelline membrane outer layer 1 homolog
ILMN_7754	7.39e-24	1.72e-24	166.0443	RAB11FIP3	RAB11 family interacting protein 3
ILMN_137328	7.41e-24	1.73e-24	166.01755	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2
ILMN_8046	7.44e-24	1.73e-24	165.99209	PFDN6	prefoldin subunit 6
ILMN_11576	7.46e-24	1.74e-24	165.96585	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon
ILMN_20380	7.53e-24	1.76e-24	165.89783		
ILMN_6653	7.78e-24	1.82e-24	165.67087	MCOLN1	mucolipin 1
ILMN_17168	7.81e-24	1.82e-24	165.64487	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
ILMN_25068	7.82e-24	1.83e-24	165.6318	SARAF	store-operated calcium entry associated regulatory factor
ILMN_22968	7.91e-24	1.85e-24	165.55259	EPN1	epsin 1
ILMN_15016	8.12e-24	1.90e-24	165.36824	REXO2	RNA exonuclease 2
ILMN_11811	8.23e-24	1.92e-24	165.27566	C19orf12	chromosome 19 open reading frame 12
ILMN_25626	8.26e-24	1.93e-24	165.24599	GCA	grancalcin
ILMN_14720	8.39e-24	1.96e-24	165.13408	FOCAD	focadhesin
ILMN_24699	8.48e-24	1.99e-24	165.05892	GPR137	G protein-coupled receptor 137
ILMN_28154	8.75e-24	2.05e-24	164.84509	C5	complement component 5
ILMN_2963	8.77e-24	2.06e-24	164.82312	ZNF428	zinc finger protein 428
ILMN_18796	8.79e-24	2.06e-24	164.80153	CCDC88A	coiled-coil domain containing 88A
ILMN_138850	8.82e-24	2.07e-24	164.77687	MANBA	mannosidase beta
ILMN_20834	8.99e-24	2.11e-24	164.64463	CXXC1	CXXC finger protein 1
ILMN_15864	9.10e-24	2.14e-24	164.55752	ZFHX3	zinc finger homeobox 3
ILMN_14030	9.37e-24	2.20e-24	164.35278	ZBED1	zinc finger BED-type containing 1
ILMN_5093	9.38e-24	2.21e-24	164.34325		
ILMN_24517	9.41e-24	2.21e-24	164.32177	ZNF529	zinc finger protein 529
ILMN_22392	9.67e-24	2.28e-24	164.13123	EDRF1	erythroid differentiation regulatory factor 1
ILMN_5804	9.79e-24	2.31e-24	164.04343	LONP1	lon peptidase 1, mitochondrial
ILMN_27065	9.96e-24	2.35e-24	163.9219	DGKQ	diacylglycerol kinase theta
ILMN_907	1.00e-23	2.36e-24	163.8954	TARDBP	TAR DNA binding protein
ILMN_14125	1.00e-23	2.36e-24	163.88782	HYLS1	HYLS1, centriolar and ciliogenesis associated
ILMN_20381	1.00e-23	2.37e-24	163.86955	AIFM1	apoptosis inducing factor, mitochondria associated 1
ILMN_19829	1.02e-23	2.40e-24	163.7787	SLC41A3	solute carrier family 41 member 3
ILMN_10940	1.03e-23	2.44e-24	163.6597	VPS51	VPS51, GARP complex subunit
ILMN_2453	1.03e-23	2.45e-24	163.65182	TSPAN3	tetraspanin 3
ILMN_4362	1.04e-23	2.46e-24	163.62254	ZDHHC14	zinc finger DHHC-type containing 14
ILMN_25992	1.04e-23	2.47e-24	163.59622	GPR68	G protein-coupled receptor 68
ILMN_29979	1.05e-23	2.50e-24	163.51006	TMED3	transmembrane p24 trafficking protein 3
ILMN_23378	1.05e-23	2.50e-24	163.50497	NKTR	natural killer cell triggering receptor
ILMN_3442	1.06e-23	2.52e-24	163.44069	USP11	ubiquitin specific peptidase 11
ILMN_27496	1.09e-23	2.58e-24	163.28356	SETD3	SET domain containing 3
ILMN_26892	1.09e-23	2.60e-24	163.24747	CHFR	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase
ILMN_17015	1.10e-23	2.62e-24	163.1763	SERPINB9	serpin family B member 9
ILMN_17974	1.12e-23	2.65e-24	163.10164	HIST1H2BK	histone cluster 1, H2bk
ILMN_22734	1.12e-23	2.66e-24	163.0828	FLI1	Fli-1 proto-oncogene, ETS transcription factor
ILMN_16729	1.13e-23	2.70e-24	162.9882	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2
ILMN_20578	1.14e-23	2.71e-24	162.97138	RNASEH2B	ribonuclease H2 subunit B
ILMN_25334	1.16e-23	2.77e-24	162.81223	TMEM256	transmembrane protein 256
ILMN_8161	1.16e-23	2.77e-24	162.80336	DHX8	DEAH-box helicase 8
ILMN_20903	1.17e-23	2.80e-24	162.74963	INPPL1	inositol polyphosphate phosphatase like 1
ILMN_3056	1.18e-23	2.81e-24	162.72514	PARP1	poly(ADP-ribose) polymerase 1
ILMN_19522	1.18e-23	2.82e-24	162.68776	CDK2AP1	cyclin dependent kinase 2 associated protein 1
ILMN_9293	1.18e-23	2.83e-24	162.67383	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1
ILMN_9232	1.19e-23	2.85e-24	162.62373	OSBPL9	oxysterol binding protein like 9
ILMN_25102	1.20e-23	2.87e-24	162.58524	RBL2	RB transcriptional corepressor like 2
ILMN_3465	1.20e-23	2.87e-24	162.56663	MEF2D	myocyte enhancer factor 2D
ILMN_20790	1.21e-23	2.89e-24	162.52779	ERGIC3	ERGIC and golgi 3
ILMN_9671	1.21e-23	2.89e-24	162.52431	DPYSL2	dihydropyrimidinase like 2
ILMN_16949	1.23e-23	2.94e-24	162.41263	DENND1C	DENN domain containing 1C
ILMN_26701	1.23e-23	2.94e-24	162.41012	MXD4	MAX dimerization protein 4
ILMN_17825	1.24e-23	2.99e-24	162.31148	RFC1	replication factor C subunit 1
ILMN_6879	1.26e-23	3.01e-24	162.24723	RUSC2	RUN and SH3 domain containing 2
ILMN_23725	1.28e-23	3.07e-24	162.11692	TAPT1	transmembrane anterior posterior transformation 1
ILMN_22606	1.28e-23	3.08e-24	162.10842	GLRX	glutaredoxin
ILMN_6382	1.32e-23	3.19e-24	161.87779	MAP3K4	mitogen-activated protein kinase kinase kinase 4
ILMN_4304	1.33e-23	3.20e-24	161.84673	MDH1	malate dehydrogenase 1
ILMN_12618	1.34e-23	3.22e-24	161.80733	MYO5A	myosin VA
ILMN_28266	1.35e-23	3.25e-24	161.73314	PISD	phosphatidylserine decarboxylase
ILMN_15506	1.35e-23	3.26e-24	161.72128	STK36	serine/threonine kinase 36
ILMN_6742	1.36e-23	3.29e-24	161.67026	TNFRSF1A	TNF receptor superfamily member 1A
ILMN_1868	1.38e-23	3.32e-24	161.59659	SLC30A9	solute carrier family 30 member 9
ILMN_22847	1.38e-23	3.33e-24	161.58185	RNASE1	ribonuclease A family member 1, pancreatic
ILMN_23190	1.38e-23	3.34e-24	161.56039	MAP3K11	mitogen-activated protein kinase kinase kinase 11
ILMN_24820	1.38e-23	3.34e-24	161.55807	EMC1	ER membrane protein complex subunit 1
ILMN_26737	1.39e-23	3.35e-24	161.53816	ATP6V1D	ATPase H+ transporting V1 subunit D
ILMN_7560	1.39e-23	3.37e-24	161.50337	ARRDC2	arrestin domain containing 2
ILMN_23463	1.44e-23	3.48e-24	161.2877	C16orf58	chromosome 16 open reading frame 58
ILMN_25172	1.45e-23	3.51e-24	161.23016	TRABD	TraB domain containing
ILMN_9982	1.47e-23	3.56e-24	161.13669	FXYD5	FXYD domain containing ion transport regulator 5
ILMN_28663	1.49e-23	3.62e-24	161.03176	CHD6	chromodomain helicase DNA binding protein 6
ILMN_27220	1.50e-23	3.65e-24	160.9742	GID8	GID complex subunit 8 homolog
ILMN_15285	1.51e-23	3.65e-24	160.96112	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4
ILMN_6173	1.51e-23	3.66e-24	160.94697	ATRN	attractin
ILMN_1103	1.52e-23	3.68e-24	160.91361	UPRT	uracil phosphoribosyltransferase homolog
ILMN_13003	1.52e-23	3.69e-24	160.89641	BTBD7	BTB domain containing 7
ILMN_28666	1.53e-23	3.73e-24	160.8245	GON7	GON7, KEOPS complex subunit homolog
ILMN_15197	1.55e-23	3.78e-24	160.7343	PROSER1	proline and serine rich 1
ILMN_17024	1.57e-23	3.82e-24	160.65947	BAP1	BRCA1 associated protein 1
ILMN_6350	1.60e-23	3.89e-24	160.54666	WDR37	WD repeat domain 37
ILMN_16482	1.61e-23	3.92e-24	160.48973	RIOK2	RIO kinase 2
ILMN_3834	1.61e-23	3.93e-24	160.48008	DSN1	DSN1 homolog, MIS12 kinetochore complex component
ILMN_15266	1.61e-23	3.93e-24	160.47451	CD63	CD63 molecule
ILMN_18185	1.62e-23	3.95e-24	160.43659	EFNA4	ephrin A4
ILMN_14659	1.64e-23	4.01e-24	160.33868	CLASP1	cytoplasmic linker associated protein 1
ILMN_14059	1.67e-23	4.07e-24	160.24435	MRPL49	mitochondrial ribosomal protein L49
ILMN_10987	1.70e-23	4.15e-24	160.12139	MICA	MHC class I polypeptide-related sequence A
ILMN_649	1.73e-23	4.22e-24	160.00483	TRPV4	transient receptor potential cation channel subfamily V member 4
ILMN_25971	1.73e-23	4.23e-24	159.9859	BCL11A	B-cell CLL/lymphoma 11A
ILMN_28027	1.75e-23	4.27e-24	159.9235	SLC31A1	solute carrier family 31 member 1
ILMN_16508	1.76e-23	4.30e-24	159.87949	TMEM255B	transmembrane protein 255B
ILMN_10357	1.76e-23	4.31e-24	159.8595	NOC2L	NOC2 like nucleolar associated transcriptional repressor
ILMN_7673	1.76e-23	4.32e-24	159.85061	MBOAT7	membrane bound O-acyltransferase domain containing 7
ILMN_20526	1.78e-23	4.37e-24	159.76841	GIMAP2	GTPase, IMAP family member 2
ILMN_4997	1.79e-23	4.39e-24	159.74194	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
ILMN_1195	1.79e-23	4.40e-24	159.73123	ODF2	outer dense fiber of sperm tails 2
ILMN_21511	1.81e-23	4.45e-24	159.6499	POLR2E	RNA polymerase II subunit E
ILMN_7725	1.84e-23	4.53e-24	159.53259	GSKIP	GSK3B interacting protein
ILMN_18833	1.85e-23	4.56e-24	159.49422	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1
ILMN_28900	1.87e-23	4.59e-24	159.44889	CARHSP1	calcium regulated heat stable protein 1
ILMN_6531	1.90e-23	4.69e-24	159.31029	VPS16	VPS16, CORVET/HOPS core subunit
ILMN_22643	1.92e-23	4.73e-24	159.25059	AACS	acetoacetyl-CoA synthetase
ILMN_3044	1.97e-23	4.86e-24	159.07735	ACP2	acid phosphatase 2, lysosomal
ILMN_23874	1.98e-23	4.89e-24	159.03687	RP9	retinitis pigmentosa 9 (autosomal dominant)
ILMN_6115	2.01e-23	4.95e-24	158.95681	ZNHIT3	zinc finger HIT-type containing 3
ILMN_8067	2.04e-23	5.05e-24	158.82467	ADA	adenosine deaminase
ILMN_1978	2.07e-23	5.11e-24	158.74507	CDKN2AIP	CDKN2A interacting protein
ILMN_16732	2.07e-23	5.11e-24	158.74399	RNF31	ring finger protein 31
ILMN_2019	2.07e-23	5.12e-24	158.73493	PRCP	prolylcarboxypeptidase
ILMN_21545	2.11e-23	5.21e-24	158.61673	FAM65B	family with sequence similarity 65 member B
ILMN_4905	2.12e-23	5.25e-24	158.56089	VASH1	vasohibin 1
ILMN_8266	2.15e-23	5.32e-24	158.48157	MAP2K7	mitogen-activated protein kinase kinase 7
ILMN_20401	2.15e-23	5.34e-24	158.45667	PALB2	partner and localizer of BRCA2
ILMN_11563	2.18e-23	5.39e-24	158.38808	FBXL20	F-box and leucine rich repeat protein 20
ILMN_30155	2.18e-23	5.40e-24	158.37734	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27
ILMN_24719	2.19e-23	5.44e-24	158.33393	TCEB2	transcription elongation factor B subunit 2
ILMN_16137	2.22e-23	5.50e-24	158.25546	RNF24	ring finger protein 24
ILMN_4972	2.22e-23	5.53e-24	158.22993	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
ILMN_14200	2.24e-23	5.56e-24	158.18714	VAV2	vav guanine nucleotide exchange factor 2
ILMN_11269	2.27e-23	5.64e-24	158.09278	CCT6B	chaperonin containing TCP1 subunit 6B
ILMN_29906	2.27e-23	5.66e-24	158.07513	AATF	apoptosis antagonizing transcription factor
ILMN_26941	2.41e-23	5.99e-24	157.70042	PCTP	phosphatidylcholine transfer protein
ILMN_4408	2.42e-23	6.03e-24	157.66139	CES4A	carboxylesterase 4A
ILMN_7723	2.43e-23	6.05e-24	157.63257	ANAPC16	anaphase promoting complex subunit 16
ILMN_19751	2.44e-23	6.08e-24	157.60525	AK2	adenylate kinase 2
ILMN_12933	2.46e-23	6.14e-24	157.54611	F12	coagulation factor XII
ILMN_137557	2.48e-23	6.18e-24	157.4984		
ILMN_137302	2.49e-23	6.22e-24	157.4519	OR2H2	olfactory receptor family 2 subfamily H member 2
ILMN_20242	2.51e-23	6.26e-24	157.412	LGMN	legumain
ILMN_27773	2.52e-23	6.29e-24	157.37936	ZNF791	zinc finger protein 791
ILMN_27304	2.52e-23	6.31e-24	157.36691	RAB22A	RAB22A, member RAS oncogene family
ILMN_7854	2.57e-23	6.42e-24	157.24562	KIF1B	kinesin family member 1B
ILMN_23446	2.58e-23	6.45e-24	157.21654	MPZL2	myelin protein zero like 2
ILMN_1421	2.61e-23	6.53e-24	157.13599	SLC9A3R1	SLC9A3 regulator 1
ILMN_14596	2.62e-23	6.56e-24	157.11338	MALSU1	mitochondrial assembly of ribosomal large subunit 1
ILMN_30280	2.64e-23	6.61e-24	157.06106	GLTP	glycolipid transfer protein
ILMN_2878	2.69e-23	6.74e-24	156.93309		
ILMN_18565	2.70e-23	6.78e-24	156.89858	DHX30	DEAH-box helicase 30
ILMN_12900	2.72e-23	6.84e-24	156.83885	PRKCB	protein kinase C beta
ILMN_443	2.74e-23	6.87e-24	156.80435	TMEM51	transmembrane protein 51
ILMN_12794	2.76e-23	6.94e-24	156.74361	VRK3	vaccinia related kinase 3
ILMN_27412	2.78e-23	6.99e-24	156.69597	PAOX	polyamine oxidase (exo-N4-amino)
ILMN_5191	2.78e-23	7.00e-24	156.68925	UCHL3	ubiquitin C-terminal hydrolase L3
ILMN_16571	2.78e-23	7.00e-24	156.68897	RNF34	ring finger protein 34
ILMN_23479	2.78e-23	7.01e-24	156.67814	IQSEC2	IQ motif and Sec7 domain 2
ILMN_14280	2.82e-23	7.10e-24	156.59162	WDR1	WD repeat domain 1
ILMN_28236	2.82e-23	7.11e-24	156.5873	TMEM30A	transmembrane protein 30A
ILMN_22176	2.83e-23	7.14e-24	156.5589	UBE2G2	ubiquitin conjugating enzyme E2 G2
ILMN_20948	2.84e-23	7.17e-24	156.53076	VPS4A	vacuolar protein sorting 4 homolog A
ILMN_10320	2.91e-23	7.35e-24	156.36831	RNF149	ring finger protein 149
ILMN_26192	2.93e-23	7.40e-24	156.32861	LIN54	lin-54 DREAM MuvB core complex component
ILMN_12206	2.93e-23	7.41e-24	156.31298	TMEM14C	transmembrane protein 14C
ILMN_12562	2.95e-23	7.47e-24	156.26347	DEDD2	death effector domain containing 2
ILMN_445	2.97e-23	7.51e-24	156.23384	MFSD14B	major facilitator superfamily domain containing 14B
ILMN_24176	3.02e-23	7.65e-24	156.1139	GFRA2	GDNF family receptor alpha 2
ILMN_1149	3.05e-23	7.73e-24	156.04402	MRPL11	mitochondrial ribosomal protein L11
ILMN_29270	3.06e-23	7.76e-24	156.01659	LRRC25	leucine rich repeat containing 25
ILMN_4445	3.07e-23	7.78e-24	156.00212	PPHLN1	periphilin 1
ILMN_9425	3.10e-23	7.86e-24	155.93888	ZFP36L1	ZFP36 ring finger protein like 1
ILMN_17186	3.13e-23	7.94e-24	155.86887	CALML4	calmodulin like 4
ILMN_26096	3.15e-23	8.00e-24	155.82359	QDPR	quinoid dihydropteridine reductase
ILMN_24727	3.20e-23	8.13e-24	155.71599	TRIM23	tripartite motif containing 23
ILMN_2123	3.24e-23	8.23e-24	155.63401	RCC2	regulator of chromosome condensation 2
ILMN_22884	3.28e-23	8.34e-24	155.5511	ZNF317	zinc finger protein 317
ILMN_4563	3.38e-23	8.59e-24	155.36043	TMEM222	transmembrane protein 222
ILMN_26222	3.39e-23	8.63e-24	155.33369	EXOSC10	exosome component 10
ILMN_8821	3.39e-23	8.64e-24	155.32563	CCDC189	coiled-coil domain containing 189
ILMN_5547	3.43e-23	8.74e-24	155.24726	DHX16	DEAH-box helicase 16
ILMN_11885	3.44e-23	8.76e-24	155.23303	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
ILMN_16253	3.44e-23	8.76e-24	155.23235		
ILMN_25448	3.44e-23	8.78e-24	155.22177	RAB6A	RAB6A, member RAS oncogene family
ILMN_3256	3.47e-23	8.87e-24	155.15659	POC1B	POC1 centriolar protein B
ILMN_6033	3.50e-23	8.95e-24	155.099	CGRRF1	cell growth regulator with ring finger domain 1
ILMN_20587	3.57e-23	9.12e-24	154.9711	NR2C2AP	nuclear receptor 2C2 associated protein
ILMN_5267	3.58e-23	9.15e-24	154.95165	C19orf24	chromosome 19 open reading frame 24
ILMN_13101	3.60e-23	9.21e-24	154.91209	PLD2	phospholipase D2
ILMN_1275	3.64e-23	9.32e-24	154.83189	ZMYM6	zinc finger MYM-type containing 6
ILMN_24289	3.65e-23	9.36e-24	154.81053	RSPRY1	ring finger and SPRY domain containing 1
ILMN_24485	3.78e-23	9.69e-24	154.58545	NLRP1	NLR family pyrin domain containing 1
ILMN_22339	3.80e-23	9.73e-24	154.55733	PSMA2	proteasome subunit alpha 2
ILMN_1982	3.83e-23	9.83e-24	154.49242	PTRH1	peptidyl-tRNA hydrolase 1 homolog
ILMN_17594	3.85e-23	9.88e-24	154.45723	C2orf76	chromosome 2 open reading frame 76
ILMN_22863	3.87e-23	9.93e-24	154.42717	RALY	RALY heterogeneous nuclear ribonucleoprotein
ILMN_15219	3.96e-23	1.02e-23	154.27358	KIAA1191	KIAA1191
ILMN_16675	4.04e-23	1.04e-23	154.14053	ANKHD1	ankyrin repeat and KH domain containing 1
ILMN_29081	4.15e-23	1.07e-23	153.96734	ADI1	acireductone dioxygenase 1
ILMN_15404	4.15e-23	1.07e-23	153.95937	POLB	DNA polymerase beta
ILMN_20372	4.18e-23	1.07e-23	153.92054	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
ILMN_28136	4.20e-23	1.08e-23	153.87624	MMP9	matrix metallopeptidase 9
ILMN_17764	4.20e-23	1.08e-23	153.87241	NICN1	nicolin 1
ILMN_27473	4.20e-23	1.08e-23	153.86977	INIP	INTS3 and NABP interacting protein
ILMN_15550	4.33e-23	1.12e-23	153.68095	HDDC2	HD domain containing 2
ILMN_137864	4.36e-23	1.13e-23	153.6249	RPL34	ribosomal protein L34
ILMN_22665	4.41e-23	1.14e-23	153.54991	CD300LB	CD300 molecule like family member b
ILMN_7921	4.49e-23	1.16e-23	153.4332	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
ILMN_18891	4.53e-23	1.17e-23	153.37333	MBD4	methyl-CpG binding domain 4, DNA glycosylase
ILMN_19512	4.59e-23	1.19e-23	153.29053	CSNK1G1	casein kinase 1 gamma 1
ILMN_139004	4.60e-23	1.19e-23	153.27544	REV1	REV1, DNA directed polymerase
ILMN_26360	4.62e-23	1.20e-23	153.2372	EPAS1	endothelial PAS domain protein 1
ILMN_17376	4.66e-23	1.21e-23	153.17967	PTK2B	protein tyrosine kinase 2 beta
ILMN_25466	4.67e-23	1.21e-23	153.15734	SHKBP1	SH3KBP1 binding protein 1
ILMN_4988	4.69e-23	1.21e-23	153.13891	C4orf33	chromosome 4 open reading frame 33
ILMN_7415	4.69e-23	1.22e-23	153.12952	UBE4A	ubiquitination factor E4A
ILMN_23391	4.72e-23	1.22e-23	153.08872	TP53I13	tumor protein p53 inducible protein 13
ILMN_4873	4.74e-23	1.23e-23	153.05349	COIL	coilin
ILMN_23078	4.82e-23	1.25e-23	152.9446	RPIA	ribose 5-phosphate isomerase A
ILMN_7791	4.85e-23	1.26e-23	152.90398	COPS3	COP9 signalosome subunit 3
ILMN_2565	4.85e-23	1.26e-23	152.89717	ACTB	actin beta
ILMN_11640	4.90e-23	1.27e-23	152.82985	SLC2A4RG	SLC2A4 regulator
ILMN_4795	5.05e-23	1.31e-23	152.6386	UBAP2L	ubiquitin associated protein 2 like
ILMN_3316	5.09e-23	1.33e-23	152.58022	CBFB	core-binding factor beta subunit
ILMN_23541	5.09e-23	1.33e-23	152.57826	GSS	glutathione synthetase
ILMN_19275	5.12e-23	1.33e-23	152.53651	KIAA1468	KIAA1468
ILMN_15023	5.13e-23	1.34e-23	152.51979	STK11	serine/threonine kinase 11
ILMN_8729	5.14e-23	1.34e-23	152.50488	NCSTN	nicastrin
ILMN_15855	5.16e-23	1.35e-23	152.47847	ARFIP1	ADP ribosylation factor interacting protein 1
ILMN_22037	5.18e-23	1.35e-23	152.45265	METTL9	methyltransferase like 9
ILMN_3536	5.23e-23	1.37e-23	152.3856		
ILMN_5320	5.23e-23	1.37e-23	152.38193	SSBP2	single stranded DNA binding protein 2
ILMN_1071	5.37e-23	1.40e-23	152.21284	LAGE3	L antigen family member 3
ILMN_20106	5.45e-23	1.43e-23	152.11567	PGM1	phosphoglucomutase 1
ILMN_757	5.49e-23	1.44e-23	152.07493	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
ILMN_3787	5.57e-23	1.46e-23	151.98024	TBPL1	TATA-box binding protein like 1
ILMN_23334	5.65e-23	1.48e-23	151.87675	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)
ILMN_18563	5.70e-23	1.49e-23	151.82512	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
ILMN_21326	5.71e-23	1.50e-23	151.80402		
ILMN_25262	5.72e-23	1.50e-23	151.7927	METAP1	methionyl aminopeptidase 1
ILMN_23430	5.83e-23	1.53e-23	151.67223	TBXAS1	thromboxane A synthase 1
ILMN_6266	5.87e-23	1.54e-23	151.62661		
ILMN_138329	5.87e-23	1.54e-23	151.62475	ELOF1	elongation factor 1 homolog
ILMN_14246	5.92e-23	1.56e-23	151.56177	APBB3	amyloid beta precursor protein binding family B member 3
ILMN_13989	5.97e-23	1.57e-23	151.50361	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
ILMN_26146	6.03e-23	1.59e-23	151.44318	ADCY4	adenylate cyclase 4
ILMN_138873	6.05e-23	1.59e-23	151.42283	PHYH	phytanoyl-CoA 2-hydroxylase
ILMN_6998	6.09e-23	1.60e-23	151.37809	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9
ILMN_3801	6.09e-23	1.60e-23	151.37486	DUSP11	dual specificity phosphatase 11
ILMN_21212	6.11e-23	1.61e-23	151.34762	FAM43A	family with sequence similarity 43 member A
ILMN_6639	6.12e-23	1.61e-23	151.33383	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit
ILMN_12781	6.15e-23	1.62e-23	151.30358		
ILMN_10257	6.18e-23	1.63e-23	151.26199	OCRL	OCRL, inositol polyphosphate-5-phosphatase
ILMN_785	6.21e-23	1.64e-23	151.23491	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha
ILMN_29195	6.26e-23	1.65e-23	151.17666	MUS81	MUS81 structure-specific endonuclease subunit
ILMN_18851	6.32e-23	1.67e-23	151.11584	RNPEPL1	arginyl aminopeptidase like 1
ILMN_5682	6.32e-23	1.67e-23	151.11026	C3	complement component 3
ILMN_28711	6.38e-23	1.69e-23	151.05174	AHCTF1	AT-hook containing transcription factor 1
ILMN_13959	6.39e-23	1.69e-23	151.03226	GLYR1	glyoxylate reductase 1 homolog
ILMN_5626	6.39e-23	1.69e-23	151.0288	PQLC1	PQ loop repeat containing 1
ILMN_5933	6.43e-23	1.70e-23	150.99093	SLC30A1	solute carrier family 30 member 1
ILMN_8255	6.44e-23	1.71e-23	150.97993	ATOX1	antioxidant 1 copper chaperone
ILMN_5147	6.44e-23	1.71e-23	150.97763	PPP1CC	protein phosphatase 1 catalytic subunit gamma
ILMN_1304	6.46e-23	1.72e-23	150.94783	ARRB2	arrestin beta 2
ILMN_7278	6.59e-23	1.75e-23	150.82481	ATXN2	ataxin 2
ILMN_5888	6.76e-23	1.80e-23	150.65673	SNX4	sorting nexin 4
ILMN_4019	6.77e-23	1.80e-23	150.64608	YY1	YY1 transcription factor
ILMN_138584	6.79e-23	1.81e-23	150.62728	GLMN	glomulin, FKBP associated protein
ILMN_23274	6.81e-23	1.81e-23	150.60635	SSR1	signal sequence receptor subunit 1
ILMN_2786	6.83e-23	1.82e-23	150.58124	DEF8	differentially expressed in FDCP 8 homolog
ILMN_139185	6.84e-23	1.82e-23	150.56842	COQ2	coenzyme Q2, polyprenyltransferase
ILMN_30131	6.91e-23	1.84e-23	150.50731	OSTF1	osteoclast stimulating factor 1
ILMN_22823	6.93e-23	1.85e-23	150.48217	VEZT	vezatin, adherens junctions transmembrane protein
ILMN_9865	6.95e-23	1.85e-23	150.45889	PCYT2	phosphate cytidylyltransferase 2, ethanolamine
ILMN_16415	7.07e-23	1.89e-23	150.35526	ZNF513	zinc finger protein 513
ILMN_5882	7.12e-23	1.90e-23	150.3017	SRRD	SRR1 domain containing
ILMN_25063	7.19e-23	1.92e-23	150.24278	TAX1BP1	Tax1 binding protein 1
ILMN_16611	7.29e-23	1.95e-23	150.15138	MRPS28	mitochondrial ribosomal protein S28
ILMN_27245	7.29e-23	1.95e-23	150.14593	ST5	suppression of tumorigenicity 5
ILMN_13593	7.35e-23	1.97e-23	150.0947	UBE2J2	ubiquitin conjugating enzyme E2 J2
ILMN_9902	7.37e-23	1.97e-23	150.07611	IQCB1	IQ motif containing B1
ILMN_5375	7.44e-23	1.99e-23	150.01072	SCARB1	scavenger receptor class B member 1
ILMN_27328	7.44e-23	1.99e-23	150.00368	C18orf21	chromosome 18 open reading frame 21
ILMN_900	7.48e-23	2.00e-23	149.97161	DCANP1	dendritic cell associated nuclear protein
ILMN_4958	7.48e-23	2.01e-23	149.96447	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha
ILMN_29128	7.51e-23	2.02e-23	149.93621	MRPL24	mitochondrial ribosomal protein L24
ILMN_21637	7.53e-23	2.02e-23	149.91716	PHPT1	phosphohistidine phosphatase 1
ILMN_29919	7.55e-23	2.03e-23	149.9	C14orf2	chromosome 14 open reading frame 2
ILMN_11286	7.98e-23	2.14e-23	149.55321	KAT5	lysine acetyltransferase 5
